City,disease_group,canton_name,num_cases2014_2019,mortality
Aarau,Abdominal organs disease,Aargau,10.0,1
Aarau,Abdominal organs disease,Aargau,100.0,1
Aarau,Abdominal organs disease,Aargau,105.0,1
Aarau,Abdominal organs disease,Aargau,108.0,1
Aarau,Abdominal organs disease,Aargau,11.0,1
Aarau,Abdominal organs disease,Aargau,1122.0,1
Aarau,Abdominal organs disease,Aargau,1138.0,0
Aarau,Abdominal organs disease,Aargau,1150.0,0
Aarau,Abdominal organs disease,Aargau,116.0,1
Aarau,Abdominal organs disease,Aargau,118.0,0
Aarau,Abdominal organs disease,Aargau,121.0,0
Aarau,Abdominal organs disease,Aargau,125.0,1
Aarau,Abdominal organs disease,Aargau,1261.0,1
Aarau,Abdominal organs disease,Aargau,1345.0,0
Aarau,Abdominal organs disease,Aargau,144.0,1
Aarau,Abdominal organs disease,Aargau,156.0,0
Aarau,Abdominal organs disease,Aargau,16.0,0
Aarau,Abdominal organs disease,Aargau,162.0,0
Aarau,Abdominal organs disease,Aargau,169.0,1
Aarau,Abdominal organs disease,Aargau,17.0,1
Aarau,Abdominal organs disease,Aargau,185.0,1
Aarau,Abdominal organs disease,Aargau,19.0,1
Aarau,Abdominal organs disease,Aargau,1922.0,1
Aarau,Abdominal organs disease,Aargau,1925.0,1
Aarau,Abdominal organs disease,Aargau,203.0,0
Aarau,Abdominal organs disease,Aargau,228.0,1
Aarau,Abdominal organs disease,Aargau,239.0,1
Aarau,Abdominal organs disease,Aargau,24.0,0
Aarau,Abdominal organs disease,Aargau,26.0,1
Aarau,Abdominal organs disease,Aargau,267.0,1
Aarau,Abdominal organs disease,Aargau,275.0,0
Aarau,Abdominal organs disease,Aargau,3.0,0
Aarau,Abdominal organs disease,Aargau,30.0,1
Aarau,Abdominal organs disease,Aargau,31.0,1
Aarau,Abdominal organs disease,Aargau,33.0,1
Aarau,Abdominal organs disease,Aargau,333.0,1
Aarau,Abdominal organs disease,Aargau,336.0,0
Aarau,Abdominal organs disease,Aargau,346.0,1
Aarau,Abdominal organs disease,Aargau,36.0,2
Aarau,Abdominal organs disease,Aargau,39.0,1
Aarau,Abdominal organs disease,Aargau,4.0,1
Aarau,Abdominal organs disease,Aargau,415.0,1
Aarau,Abdominal organs disease,Aargau,43.0,1
Aarau,Abdominal organs disease,Aargau,434.0,0
Aarau,Abdominal organs disease,Aargau,45.0,1
Aarau,Abdominal organs disease,Aargau,46.0,1
Aarau,Abdominal organs disease,Aargau,5.0,1
Aarau,Abdominal organs disease,Aargau,50.0,1
Aarau,Abdominal organs disease,Aargau,511.0,0
Aarau,Abdominal organs disease,Aargau,55.0,1
Aarau,Abdominal organs disease,Aargau,56.0,1
Aarau,Abdominal organs disease,Aargau,586.0,0
Aarau,Abdominal organs disease,Aargau,6.0,0
Aarau,Abdominal organs disease,Aargau,647.0,0
Aarau,Abdominal organs disease,Aargau,65.0,2
Aarau,Abdominal organs disease,Aargau,67.0,1
Aarau,Abdominal organs disease,Aargau,7.0,1
Aarau,Abdominal organs disease,Aargau,80.0,1
Aarau,Abdominal organs disease,Aargau,812.0,0
Aarau,Abdominal organs disease,Aargau,83.0,1
Aarau,Abdominal organs disease,Aargau,849.0,0
Aarau,Abdominal organs disease,Aargau,850.0,1
Aarau,Abdominal organs disease,Aargau,88.0,1
Aarau,Abdominal organs disease,Aargau,9.0,0
Aarau,Abdominal organs disease,Aargau,91.0,1
Aarau,Abdominal organs disease,Aargau,914.0,1
Aarau,Abdominal organs disease,Aargau,92.0,2
Aarau,Abdominal organs disease,Aargau,97.0,1
Aarau,Abdominal organs disease,Aargau,974.0,0
Aarau,Abdominal organs disease,Aargau,False,0
Aarau,Abdominal organs disease,Aargau,True,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,100.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,1038.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,108.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,1111.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,1144.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,1169.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,1180.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,12.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,1221.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,127.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,13.0,3
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,1331.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,135.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,136.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,1383.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,1387.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,14.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,144.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,147.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,1536.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,1576.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,16.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,166.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,173.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,175.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,180.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,189.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,193.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,194.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,2.0,2
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,20.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,22.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,223.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,226.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,228.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,2368.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,24.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,27.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,28.0,2
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,2832.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,299.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,3.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,3076.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,33.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,331.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,335.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,342.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,36.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,381.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,399.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,4.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,411.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,414.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,42.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,428.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,43.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,4467.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,45.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,462.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,483.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,508.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,51.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,514.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,519.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,52.0,2
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,543.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,55.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,553.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,567.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,58.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,593.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,601.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,614.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,62.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,63.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,67.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,672.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,69.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,7.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,70.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,700.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,71.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,716.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,73.0,3
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,74.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,76.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,78.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,80.0,2
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,82.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,832.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,87.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,89.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,9.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,907.0,1
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,963.0,0
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,False,3
Aarau,"Diseases of the bones, joints, connective tissues",Aargau,True,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,1060.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,12.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,124.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,1325.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,136.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,15.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,16.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,171.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,1789.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,20.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,238.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,24.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,25.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,281.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,295.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,30.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,31.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,34.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,368.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,37.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,391.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,40.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,42.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,51.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,52.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,538.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,570.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,580.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,607.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,649.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,656.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,718.0,0
Aarau,Diseases of the urinary tract and male genitalia,Aargau,752.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,96.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,999.0,1
Aarau,Diseases of the urinary tract and male genitalia,Aargau,True,1
Aarau,Geriatric Medicine,Aargau,1182.0,0
Aarau,Geriatric Medicine,Aargau,178.0,0
Aarau,Geriatric Medicine,Aargau,185.0,0
Aarau,Geriatric Medicine,Aargau,34.0,0
Aarau,Geriatric Medicine,Aargau,381.0,0
Aarau,Geriatric Medicine,Aargau,389.0,0
Aarau,Geriatric Medicine,Aargau,688.0,0
Aarau,Geriatric Medicine,Aargau,False,0
Aarau,Gynecology and obstetrics,Aargau,104.0,0
Aarau,Gynecology and obstetrics,Aargau,1079.0,0
Aarau,Gynecology and obstetrics,Aargau,108.0,0
Aarau,Gynecology and obstetrics,Aargau,1083.0,0
Aarau,Gynecology and obstetrics,Aargau,1100.0,0
Aarau,Gynecology and obstetrics,Aargau,11363.0,0
Aarau,Gynecology and obstetrics,Aargau,11428.0,0
Aarau,Gynecology and obstetrics,Aargau,1157.0,0
Aarau,Gynecology and obstetrics,Aargau,1171.0,0
Aarau,Gynecology and obstetrics,Aargau,1257.0,1
Aarau,Gynecology and obstetrics,Aargau,1272.0,0
Aarau,Gynecology and obstetrics,Aargau,1310.0,0
Aarau,Gynecology and obstetrics,Aargau,133.0,0
Aarau,Gynecology and obstetrics,Aargau,138.0,1
Aarau,Gynecology and obstetrics,Aargau,1387.0,0
Aarau,Gynecology and obstetrics,Aargau,15.0,0
Aarau,Gynecology and obstetrics,Aargau,1530.0,0
Aarau,Gynecology and obstetrics,Aargau,157.0,0
Aarau,Gynecology and obstetrics,Aargau,158.0,0
Aarau,Gynecology and obstetrics,Aargau,1710.0,0
Aarau,Gynecology and obstetrics,Aargau,1828.0,0
Aarau,Gynecology and obstetrics,Aargau,193.0,0
Aarau,Gynecology and obstetrics,Aargau,2054.0,0
Aarau,Gynecology and obstetrics,Aargau,21.0,0
Aarau,Gynecology and obstetrics,Aargau,220.0,0
Aarau,Gynecology and obstetrics,Aargau,2332.0,0
Aarau,Gynecology and obstetrics,Aargau,234.0,0
Aarau,Gynecology and obstetrics,Aargau,2353.0,0
Aarau,Gynecology and obstetrics,Aargau,248.0,0
Aarau,Gynecology and obstetrics,Aargau,249.0,1
Aarau,Gynecology and obstetrics,Aargau,26.0,0
Aarau,Gynecology and obstetrics,Aargau,285.0,0
Aarau,Gynecology and obstetrics,Aargau,299.0,0
Aarau,Gynecology and obstetrics,Aargau,3.0,0
Aarau,Gynecology and obstetrics,Aargau,308.0,0
Aarau,Gynecology and obstetrics,Aargau,317.0,0
Aarau,Gynecology and obstetrics,Aargau,332.0,0
Aarau,Gynecology and obstetrics,Aargau,3853.0,0
Aarau,Gynecology and obstetrics,Aargau,40.0,0
Aarau,Gynecology and obstetrics,Aargau,43.0,1
Aarau,Gynecology and obstetrics,Aargau,435.0,0
Aarau,Gynecology and obstetrics,Aargau,49.0,0
Aarau,Gynecology and obstetrics,Aargau,4912.0,0
Aarau,Gynecology and obstetrics,Aargau,498.0,0
Aarau,Gynecology and obstetrics,Aargau,5050.0,0
Aarau,Gynecology and obstetrics,Aargau,526.0,0
Aarau,Gynecology and obstetrics,Aargau,561.0,0
Aarau,Gynecology and obstetrics,Aargau,575.0,0
Aarau,Gynecology and obstetrics,Aargau,610.0,0
Aarau,Gynecology and obstetrics,Aargau,68.0,0
Aarau,Gynecology and obstetrics,Aargau,725.0,0
Aarau,Gynecology and obstetrics,Aargau,742.0,0
Aarau,Gynecology and obstetrics,Aargau,749.0,0
Aarau,Gynecology and obstetrics,Aargau,811.0,0
Aarau,Gynecology and obstetrics,Aargau,823.0,0
Aarau,Gynecology and obstetrics,Aargau,857.0,0
Aarau,Gynecology and obstetrics,Aargau,9.0,0
Aarau,Gynecology and obstetrics,Aargau,901.0,0
Aarau,Gynecology and obstetrics,Aargau,903.0,1
Aarau,Gynecology and obstetrics,Aargau,92.0,0
Aarau,Gynecology and obstetrics,Aargau,950.0,0
Aarau,Gynecology and obstetrics,Aargau,96.0,0
Aarau,Gynecology and obstetrics,Aargau,98.0,1
Aarau,Gynecology and obstetrics,Aargau,False,0
Aarau,Gynecology and obstetrics,Aargau,True,0
Aarau,Highly specialized medicine,Aargau,10.0,0
Aarau,Highly specialized medicine,Aargau,11.0,0
Aarau,Highly specialized medicine,Aargau,17.0,0
Aarau,Highly specialized medicine,Aargau,19.0,0
Aarau,Highly specialized medicine,Aargau,2.0,0
Aarau,Highly specialized medicine,Aargau,215.0,0
Aarau,Highly specialized medicine,Aargau,275.0,0
Aarau,Highly specialized medicine,Aargau,28.0,0
Aarau,Highly specialized medicine,Aargau,3.0,0
Aarau,Highly specialized medicine,Aargau,362.0,0
Aarau,Highly specialized medicine,Aargau,58.0,0
Aarau,Highly specialized medicine,Aargau,61.0,0
Aarau,Highly specialized medicine,Aargau,67.0,0
Aarau,Highly specialized medicine,Aargau,8.0,0
Aarau,Highly specialized medicine,Aargau,86.0,0
Aarau,Highly specialized medicine,Aargau,9.0,0
Aarau,Highly specialized medicine,Aargau,False,0
Aarau,Lung diseases,Aargau,100.0,1
Aarau,Lung diseases,Aargau,1039.0,1
Aarau,Lung diseases,Aargau,11.0,1
Aarau,Lung diseases,Aargau,117.0,1
Aarau,Lung diseases,Aargau,128.0,1
Aarau,Lung diseases,Aargau,1333.0,1
Aarau,Lung diseases,Aargau,1459.0,1
Aarau,Lung diseases,Aargau,148.0,1
Aarau,Lung diseases,Aargau,151.0,1
Aarau,Lung diseases,Aargau,166.0,1
Aarau,Lung diseases,Aargau,1947.0,0
Aarau,Lung diseases,Aargau,200.0,1
Aarau,Lung diseases,Aargau,205.0,1
Aarau,Lung diseases,Aargau,2442.0,1
Aarau,Lung diseases,Aargau,253.0,1
Aarau,Lung diseases,Aargau,269.0,1
Aarau,Lung diseases,Aargau,27.0,1
Aarau,Lung diseases,Aargau,273.0,1
Aarau,Lung diseases,Aargau,29.0,1
Aarau,Lung diseases,Aargau,294.0,1
Aarau,Lung diseases,Aargau,316.0,1
Aarau,Lung diseases,Aargau,321.0,1
Aarau,Lung diseases,Aargau,327.0,1
Aarau,Lung diseases,Aargau,33.0,1
Aarau,Lung diseases,Aargau,346.0,1
Aarau,Lung diseases,Aargau,350.0,1
Aarau,Lung diseases,Aargau,36.0,1
Aarau,Lung diseases,Aargau,368.0,1
Aarau,Lung diseases,Aargau,39.0,1
Aarau,Lung diseases,Aargau,4.0,2
Aarau,Lung diseases,Aargau,412.0,1
Aarau,Lung diseases,Aargau,440.0,0
Aarau,Lung diseases,Aargau,441.0,1
Aarau,Lung diseases,Aargau,481.0,1
Aarau,Lung diseases,Aargau,49.0,1
Aarau,Lung diseases,Aargau,55.0,1
Aarau,Lung diseases,Aargau,57.0,1
Aarau,Lung diseases,Aargau,595.0,1
Aarau,Lung diseases,Aargau,61.0,1
Aarau,Lung diseases,Aargau,615.0,1
Aarau,Lung diseases,Aargau,64.0,1
Aarau,Lung diseases,Aargau,70.0,1
Aarau,Lung diseases,Aargau,704.0,1
Aarau,Lung diseases,Aargau,84.0,1
Aarau,Lung diseases,Aargau,92.0,1
Aarau,Lung diseases,Aargau,966.0,1
Aarau,Lung diseases,Aargau,True,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,11.0,2
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,1245.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,1290.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,13.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,139.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,1527.0,0
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,18.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,193.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,196.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,20.0,0
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,21.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,228.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,2413.0,0
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,257.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,2689.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,280.0,0
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,2832.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,294.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,3.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,321.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,343.0,0
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,35.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,350.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,37.0,0
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,3819.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,4.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,41.0,0
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,475.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,4940.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,52.0,0
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,53.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,54.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,6.0,0
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,656.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,733.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,760.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,785.0,0
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,79.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,8.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,843.0,0
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,907.0,0
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,94.0,0
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,987.0,1
Aarau,"Nervous system, cerebrovascular accident (stroke)",Aargau,False,1
Aarau,Palliative Medicine,Aargau,251.0,0
Aarau,Palliative Medicine,Aargau,302.0,0
Aarau,Palliative Medicine,Aargau,314.0,0
Aarau,Palliative Medicine,Aargau,True,0
Aarau,Skin disorders,Aargau,35.0,0
Aarau,Skin disorders,Aargau,368.0,0
Aarau,Skin disorders,Aargau,40.0,0
Aarau,Skin disorders,Aargau,620.0,0
Aarau,Skin disorders,Aargau,8.0,0
Aarau,Skin disorders,Aargau,81.0,0
Aarau,Vascular Diseases,Aargau,105.0,1
Aarau,Vascular Diseases,Aargau,109.0,1
Aarau,Vascular Diseases,Aargau,11.0,1
Aarau,Vascular Diseases,Aargau,111.0,0
Aarau,Vascular Diseases,Aargau,1117.0,1
Aarau,Vascular Diseases,Aargau,113.0,0
Aarau,Vascular Diseases,Aargau,1144.0,1
Aarau,Vascular Diseases,Aargau,12.0,2
Aarau,Vascular Diseases,Aargau,121.0,1
Aarau,Vascular Diseases,Aargau,123.0,2
Aarau,Vascular Diseases,Aargau,126.0,2
Aarau,Vascular Diseases,Aargau,13.0,3
Aarau,Vascular Diseases,Aargau,138.0,0
Aarau,Vascular Diseases,Aargau,141.0,0
Aarau,Vascular Diseases,Aargau,142.0,1
Aarau,Vascular Diseases,Aargau,15.0,1
Aarau,Vascular Diseases,Aargau,173.0,0
Aarau,Vascular Diseases,Aargau,176.0,1
Aarau,Vascular Diseases,Aargau,18.0,1
Aarau,Vascular Diseases,Aargau,184.0,0
Aarau,Vascular Diseases,Aargau,2.0,1
Aarau,Vascular Diseases,Aargau,22.0,2
Aarau,Vascular Diseases,Aargau,222.0,1
Aarau,Vascular Diseases,Aargau,23.0,0
Aarau,Vascular Diseases,Aargau,237.0,2
Aarau,Vascular Diseases,Aargau,239.0,1
Aarau,Vascular Diseases,Aargau,2418.0,1
Aarau,Vascular Diseases,Aargau,2472.0,1
Aarau,Vascular Diseases,Aargau,263.0,1
Aarau,Vascular Diseases,Aargau,3.0,2
Aarau,Vascular Diseases,Aargau,311.0,1
Aarau,Vascular Diseases,Aargau,357.0,0
Aarau,Vascular Diseases,Aargau,36.0,1
Aarau,Vascular Diseases,Aargau,37.0,2
Aarau,Vascular Diseases,Aargau,39.0,1
Aarau,Vascular Diseases,Aargau,4.0,1
Aarau,Vascular Diseases,Aargau,40.0,0
Aarau,Vascular Diseases,Aargau,41.0,1
Aarau,Vascular Diseases,Aargau,45.0,2
Aarau,Vascular Diseases,Aargau,46.0,0
Aarau,Vascular Diseases,Aargau,473.0,1
Aarau,Vascular Diseases,Aargau,5.0,1
Aarau,Vascular Diseases,Aargau,50.0,1
Aarau,Vascular Diseases,Aargau,564.0,0
Aarau,Vascular Diseases,Aargau,6.0,1
Aarau,Vascular Diseases,Aargau,63.0,2
Aarau,Vascular Diseases,Aargau,65.0,1
Aarau,Vascular Diseases,Aargau,7.0,1
Aarau,Vascular Diseases,Aargau,740.0,1
Aarau,Vascular Diseases,Aargau,75.0,1
Aarau,Vascular Diseases,Aargau,759.0,1
Aarau,Vascular Diseases,Aargau,79.0,1
Aarau,Vascular Diseases,Aargau,8.0,2
Aarau,Vascular Diseases,Aargau,89.0,1
Aarau,Vascular Diseases,Aargau,922.0,1
Aarau,Vascular Diseases,Aargau,False,4
Aarau,Vascular Diseases,Aargau,True,2
Aarau,cardiac,Aargau,105.0,2
Aarau,cardiac,Aargau,1077.0,0
Aarau,cardiac,Aargau,109.0,1
Aarau,cardiac,Aargau,11.0,2
Aarau,cardiac,Aargau,116.0,0
Aarau,cardiac,Aargau,1220.0,1
Aarau,cardiac,Aargau,1230.0,1
Aarau,cardiac,Aargau,125.0,1
Aarau,cardiac,Aargau,13.0,0
Aarau,cardiac,Aargau,1351.0,0
Aarau,cardiac,Aargau,14.0,1
Aarau,cardiac,Aargau,1413.0,1
Aarau,cardiac,Aargau,1428.0,1
Aarau,cardiac,Aargau,1452.0,0
Aarau,cardiac,Aargau,1466.0,0
Aarau,cardiac,Aargau,1491.0,1
Aarau,cardiac,Aargau,151.0,0
Aarau,cardiac,Aargau,1538.0,1
Aarau,cardiac,Aargau,154.0,1
Aarau,cardiac,Aargau,155.0,1
Aarau,cardiac,Aargau,157.0,1
Aarau,cardiac,Aargau,1588.0,0
Aarau,cardiac,Aargau,16.0,1
Aarau,cardiac,Aargau,163.0,1
Aarau,cardiac,Aargau,1654.0,1
Aarau,cardiac,Aargau,1655.0,0
Aarau,cardiac,Aargau,17.0,0
